,property_type,district,land_m2,property_m2,year,unit_level,freehold,price_m2,mall_count,school_count,park_count,river_count,lake_count,rail_station_count,incoming_ridership_within_1km,outgoing_ridership_within_1km,total_ridership_within_1km,walk_dist_to_mall,walk_dist_to_school,walk_dist_to_park,walk_dist_to_river,walk_dist_to_lake,walk_dist_to_rail_station,dist_to_mall,dist_to_school,dist_to_park,dist_to_river,dist_to_lake,dist_to_rail_station,transit,market_cluster_id
54822,low-cost house,hulu selangor,100.0,56.0,2023,0,0,3750.0,0,1,0,8,0,0,0,0,0,2.874,1.058,3.784,0.528,2.487,21.0,2.874,1.168,3.899,0.528,2.51,28.143,0,HU_041
18078,2 - 2 1/2 storey terraced,petaling,182.0,153.3,2025,0,0,6197.0,2,1,4,1,2,0,0,0,0,2.196,1.881,1.483,2.377,0.368,2.596,7.322,7.903,16.23,11.976,12.97,18.926,1,PE_066
45965,2 - 2 1/2 storey terraced,kuala selangor,146.0,121.0,2023,0,0,3801.65,1,0,4,0,0,0,0,0,0,2.522,2.681,0.391,8.898,23.53,21.0,2.495,2.923,0.129,8.668,23.669,21.0,0,KU_078
38779,1 - 1 1/2 storey terraced,gombak,121.0,73.0,2023,0,0,6000.0,3,2,2,2,0,0,0,0,0,0.509,0.869,0.928,2.133,2.157,6.708,0.264,1.057,0.742,1.744,1.971,5.577,0,GO_000
8363,low-cost flat,hulu langat,46.0,46.0,2024,0,1,2173.91,5,5,1,1,0,1,61486,57370,118856,0.597,0.899,0.394,1.163,2.72,1.053,0.562,0.566,0.546,1.187,3.208,1.348,1,HU_010
56239,condominium/apartment,klang,84.0,84.0,2023,9,1,5654.76,3,1,4,5,1,0,0,0,0,0.541,2.185,1.355,1.802,1.355,11.982,0.699,2.723,1.757,1.852,1.005,12.524,0,KL_070
51219,2 - 2 1/2 storey terraced,petaling,173.0,130.0,2023,0,1,6153.85,2,0,5,0,0,0,0,0,0,1.151,2.213,2.316,7.694,4.756,8.949,1.07,2.322,2.264,8.974,4.19,9.567,0,PE_014
64744,condominium/apartment,klang,105.0,105.0,2023,8,1,2666.67,6,1,10,3,0,0,0,0,0,0.898,0.388,0.994,1.313,4.495,5.895,0.29,0.524,0.457,1.26,4.663,5.611,0,KL_061
20160,1 - 1 1/2 storey terraced,petaling,92.34,75.0,2024,0,1,3733.33,0,3,7,0,1,0,0,0,0,2.045,0.197,1.12,2.825,1.343,1.594,2.058,0.15,1.324,3.682,2.112,2.567,1,PE_078
44622,2 - 2 1/2 storey terraced,klang,150.0,129.0,2023,0,1,6217.05,0,1,2,4,0,0,0,0,0,3.363,2.499,1.468,1.618,2.999,8.447,3.337,3.04,1.508,1.761,3.002,8.616,0,KL_063
11402,low-cost flat,hulu langat,61.0,61.0,2023,2,1,2131.15,7,5,3,2,0,1,184265,174539,358804,0.287,0.879,0.412,3.055,5.352,1.724,0.31,0.872,0.482,3.078,5.063,2.03,1,HU_013
9396,2 - 2 1/2 storey terraced,petaling,153.0,130.0,2024,0,0,6153.85,7,8,8,2,0,0,0,0,0,0.62,0.712,0.428,2.66,4.144,3.78,0.642,0.636,0.736,4.109,4.152,3.705,1,PE_074
54500,2 - 2 1/2 storey semi-detached,petaling,343.0,297.68,2024,0,1,8196.72,4,0,15,3,0,0,0,0,0,1.216,2.105,0.147,1.156,5.167,9.463,1.119,2.365,0.085,1.122,7.571,7.653,0,PE_014
3495,2 - 2 1/2 storey terraced,hulu langat,100.3,95.0,2023,0,1,5578.95,6,4,2,0,0,0,0,0,0,0.463,0.67,0.201,2.786,2.999,3.091,0.683,0.541,0.201,2.779,2.734,3.524,1,HU_016
13342,condominium/apartment,klang,70.0,70.0,2024,5,1,5714.29,0,3,7,0,1,0,0,0,0,2.188,1.619,0.0,2.343,1.639,3.141,2.769,2.678,0.0,3.333,1.506,4.064,1,KL_019
54074,low-cost flat,petaling,61.0,61.0,2023,2,0,3114.75,4,3,6,3,0,0,0,0,0,0.92,1.617,0.881,3.301,6.915,6.031,1.414,1.414,0.582,2.778,5.066,5.177,0,PE_015
5952,2 - 2 1/2 storey terraced,kuala lumpur,73.0,70.0,2023,0,0,6071.43,7,5,3,2,0,2,102215,89893,192108,0.336,0.725,0.38,2.798,2.998,1.456,0.319,0.393,0.38,2.848,3.12,1.374,1,KU_031
17860,flat,petaling,64.0,64.0,2023,2,1,3437.5,7,4,2,0,0,1,76702,68604,145306,0.879,0.615,0.645,3.797,2.571,1.544,0.932,0.673,0.298,5.066,3.722,2.592,1,PE_076
42634,2 - 2 1/2 storey terraced,gombak,217.0,164.0,2023,0,1,5213.41,2,3,3,3,1,0,0,0,0,1.461,1.086,0.865,0.619,1.568,5.807,0.436,0.602,0.0,0.0,0.0,6.298,0,GO_003
56474,condominium/apartment,gombak,86.0,86.0,2023,4,0,3023.26,4,7,0,1,0,0,0,0,0,0.27,0.651,2.318,1.735,3.777,8.328,0.192,0.984,2.252,1.657,3.698,7.305,0,GO_000
5732,2 - 2 1/2 storey terraced,kuala lumpur,268.0,182.0,2023,0,1,15219.78,5,9,2,0,0,1,75211,74206,149417,0.833,0.349,0.168,3.011,3.234,1.702,1.147,0.544,0.175,3.515,4.518,1.95,1,KU_029
17320,condominium/apartment,hulu langat,82.0,82.0,2024,5,0,6707.32,1,2,12,5,0,0,0,0,0,0.046,0.65,0.269,0.566,1.652,4.964,0.052,0.412,0.351,0.566,2.194,5.078,1,HU_014
40886,1 - 1 1/2 storey terraced,kuala selangor,133.0,84.0,2023,0,1,3797.62,0,1,0,1,0,0,0,0,0,1.874,1.302,2.409,2.557,15.149,21.0,1.889,0.982,2.408,2.317,15.383,21.0,0,KU_074
61375,2 - 2 1/2 storey terraced,klang,140.0,140.0,2024,0,1,5735.71,1,1,1,0,0,0,0,0,0,1.686,1.358,1.742,7.689,3.428,6.958,1.559,1.278,1.669,7.596,3.362,7.154,0,KL_055
38809,1 - 1 1/2 storey terraced,gombak,173.72,115.0,2023,0,0,5652.17,3,5,8,3,0,0,0,0,0,0.257,0.537,0.859,1.345,6.169,8.816,1.02,0.286,1.02,3.985,12.973,1.482,0,GO_000
36033,condominium/apartment,kuala lumpur,17.4,17.4,2023,21,1,70114.94,7,8,3,3,0,0,0,0,0,0.559,0.224,1.093,2.451,5.343,4.163,3.712,3.563,3.607,2.022,3.867,4.485,1,KU_032
7615,2 - 2 1/2 storey terraced,petaling,305.08,111.0,2023,0,1,11666.67,4,9,9,0,0,1,28250,28053,56303,0.902,0.536,1.336,2.431,3.21,0.524,0.926,0.272,1.532,3.053,5.748,0.453,1,PE_069
11186,condominium/apartment,petaling,78.0,78.0,2024,5,0,4166.67,8,3,6,4,3,2,57781,57284,115065,0.374,0.386,0.364,0.839,2.928,0.947,0.224,0.394,0.51,0.715,2.925,0.997,1,PE_062
1842,2 - 2 1/2 storey semi-detached,hulu langat,297.0,291.0,2023,0,1,7216.49,5,4,3,3,0,0,0,0,0,2.384,2.666,3.492,1.923,6.493,3.801,2.618,2.723,3.338,1.542,6.391,3.11,1,HU_016
7340,2 - 2 1/2 storey terraced,petaling,167.0,153.0,2024,0,0,4183.01,22,4,6,1,1,1,0,0,0,0.296,0.626,1.022,1.647,1.462,1.908,0.21,0.337,0.552,1.744,1.685,2.029,1,PE_078
5625,2 - 2 1/2 storey terraced,kuala lumpur,133.0,115.0,2023,0,0,6521.74,5,6,3,0,2,0,0,0,0,0.168,0.435,1.334,3.863,1.486,3.79,0.176,0.435,10.715,6.252,4.611,10.853,1,KU_046
31697,condominium/apartment,kuala lumpur,10.7,10.7,2023,5,0,46728.97,3,4,3,2,0,1,138896,128048,266944,0.77,0.808,1.685,1.486,2.205,1.423,0.856,1.259,1.949,0.233,2.301,2.998,1,KU_034
30661,condominium/apartment,kuala lumpur,10.1,10.1,2024,10,1,41089.11,5,2,3,0,1,0,0,0,0,0.317,1.269,0.584,1.07,1.441,2.029,0.93,1.045,1.111,1.045,6.394,2.473,1,KU_037
46848,condominium/apartment,putrajaya,9.3,9.3,2024,7,1,71182.8,2,5,3,0,0,0,0,0,0,2.278,2.26,0.933,21.0,5.546,7.768,2.294,2.596,2.84,21.0,6.147,7.814,0,PU_135
7890,condominium/apartment,petaling,95.0,95.0,2024,9,0,3978.95,4,8,2,1,0,2,0,0,0,0.144,0.122,0.969,0.851,4.495,1.023,0.216,0.0,1.894,2.523,4.593,1.023,1,PE_070
10279,low-cost flat,hulu langat,60.0,60.0,2023,10,1,3666.67,3,2,1,1,0,0,0,0,0,0.179,0.424,0.552,1.581,3.659,3.078,0.482,0.487,0.606,1.683,3.942,4.121,1,HU_015
24765,2 - 2 1/2 storey terraced,kuala lumpur,83.0,70.0,2024,0,0,6114.29,7,5,3,2,0,2,186967,162927,349894,0.336,0.725,0.38,2.798,2.998,1.456,0.319,0.393,0.38,2.848,3.12,1.374,1,KU_031
67996,2 - 2 1/2 storey terraced,petaling,182.0,179.34,2024,0,1,5944.02,1,4,3,0,0,0,0,0,0,3.819,1.793,1.479,4.738,4.084,11.178,5.044,2.187,1.463,4.782,5.255,13.436,0,PE_014
30227,condominium/apartment,kuala lumpur,9.9,9.9,2023,3,1,86868.69,2,4,2,0,0,1,36851,39015,75866,1.351,1.757,0.297,3.475,3.416,1.158,0.903,1.496,0.236,4.481,4.258,1.128,1,KU_029
56085,2 - 2 1/2 storey terraced,petaling,380.0,105.0,2024,0,0,7619.05,3,1,4,1,0,0,0,0,0,1.003,1.864,0.602,2.615,4.827,6.439,1.151,2.569,0.504,2.524,5.179,6.058,0,PE_014
37147,2 - 2 1/2 storey terraced,petaling,153.29,140.0,2024,0,1,7500.0,5,7,7,5,0,0,0,0,0,0.57,0.858,0.417,1.031,6.414,1.248,0.943,1.12,0.45,1.063,12.079,2.152,1,PE_061
43838,2 - 2 1/2 storey terraced,hulu langat,121.0,120.8,2023,0,1,5786.42,0,0,3,2,1,0,0,0,0,4.028,5.216,2.925,4.777,4.192,10.727,4.056,5.322,3.051,5.054,4.233,10.831,0,HU_020
38768,1 - 1 1/2 storey terraced,gombak,182.0,114.0,2023,0,0,2894.74,2,4,0,1,1,0,0,0,0,1.311,0.984,2.767,2.156,3.171,19.827,1.89,0.85,3.104,1.944,3.278,25.349,0,GO_004
38161,condominium/apartment,kuala lumpur,41.1,41.1,2024,16,1,104622.87,5,3,4,3,1,5,1143420,1435584,2579004,0.644,0.896,0.426,1.487,1.458,0.0,0.577,0.739,0.206,1.784,1.793,0.0,1,KU_044
18753,condominium/apartment,hulu langat,87.0,87.0,2023,3,0,3965.52,8,6,2,3,1,1,107220,88093,195313,0.273,0.319,0.48,3.097,4.519,1.523,0.15,0.215,0.525,3.132,4.554,3.406,1,HU_012
64981,2 - 2 1/2 storey terraced,hulu selangor,100.0,65.0,2023,0,1,3538.46,1,1,0,4,0,0,0,0,0,0.95,0.53,5.783,0.78,2.354,21.0,1.412,1.636,7.413,0.891,3.986,28.143,0,HU_039
40999,1 - 1 1/2 storey terraced,hulu selangor,121.0,69.0,2023,0,0,11565.22,2,3,0,1,0,0,0,0,0,0.247,0.832,7.723,3.348,7.138,21.0,0.192,1.066,7.909,3.448,7.332,28.143,0,HU_048
28196,flat,hulu langat,90.0,90.0,2023,2,1,2222.22,3,5,3,0,0,0,0,0,0,0.899,1.001,0.513,3.495,5.55,2.631,0.868,0.897,0.513,3.556,5.272,3.812,1,HU_011
7200,flat,petaling,76.0,76.0,2023,4,0,3223.68,19,4,8,1,0,1,0,0,0,0.15,0.72,0.462,0.676,2.927,0.864,0.118,0.743,1.078,1.236,4.006,0.61,1,PE_078
67399,low-cost house,klang,95.0,62.0,2024,0,0,4435.48,0,0,0,0,0,0,0,0,0,4.557,3.926,4.085,1.788,10.57,13.532,4.583,4.632,5.126,0.928,11.092,13.675,0,KL_066
63135,2 - 2 1/2 storey terraced,sepang,184.0,130.0,2024,0,0,5384.62,2,2,0,0,2,0,0,0,0,1.404,1.381,3.431,5.846,1.735,8.71,7.314,6.762,12.678,17.967,25.921,53.806,0,SE_105
29064,condominium/apartment,kuala lumpur,9.3,9.3,2024,12,0,37634.41,9,1,3,1,2,2,0,98775,98775,0.334,0.94,0.548,1.616,1.336,0.295,0.296,1.678,1.033,1.836,0.729,0.231,1,KU_046
18858,condominium/apartment,petaling,78.97,78.97,2023,10,0,6711.41,4,10,1,1,0,2,0,0,0,0.17,0.866,1.666,2.986,3.633,2.816,0.359,0.444,2.228,3.159,2.816,0.687,1,PE_070
57058,low-cost house,sepang,121.0,59.0,2023,0,0,5423.73,1,2,3,0,2,0,0,0,0,0.759,0.111,1.836,2.937,1.842,6.894,0.951,0.256,1.951,2.997,1.959,11.809,0,SE_105
39622,1 - 1 1/2 storey terraced,klang,111.0,74.0,2023,0,0,5567.57,0,0,2,0,0,0,0,0,0,3.091,2.811,0.0,6.971,6.352,9.303,2.947,2.607,0.896,7.218,6.087,9.167,0,KL_067
10317,low-cost flat,klang,60.0,60.0,2023,3,1,2666.67,7,5,5,0,0,0,0,0,0,0.319,1.481,0.816,2.672,4.769,2.018,0.44,1.691,1.338,3.024,4.867,2.785,1,KL_022
22688,2 - 2 1/2 storey terraced,hulu langat,139.0,129.0,2024,0,1,4224.81,5,4,0,1,0,0,0,0,0,1.184,1.796,2.897,2.295,5.771,4.121,1.386,1.796,2.975,2.496,4.384,4.056,1,HU_013
21351,condominium/apartment,petaling,127.0,127.0,2023,24,1,8149.61,3,4,10,0,1,0,0,0,0,1.314,1.071,1.373,3.429,2.203,2.247,2.118,1.622,1.592,4.086,2.99,3.856,1,PE_076
59851,2 - 2 1/2 storey terraced,gombak,286.0,215.0,2024,0,0,3409.3,0,0,0,0,0,0,0,0,0,1.604,4.815,3.284,3.211,6.498,23.75,2.316,4.942,3.841,4.0,6.173,44.029,0,GO_002
61756,2 - 2 1/2 storey terraced,klang,261.0,120.0,2024,0,1,5416.67,1,2,4,1,0,0,0,0,0,1.625,1.883,0.886,1.969,4.107,9.314,1.742,2.316,1.075,2.085,4.37,9.502,0,KL_070
64692,condominium/apartment,hulu langat,103.0,103.0,2023,15,1,3203.88,2,2,1,4,0,0,0,0,0,0.055,0.344,1.823,0.968,4.444,5.318,0.205,0.309,0.844,1.317,3.206,5.418,0,HU_020
52903,2 - 2 1/2 storey semi-detached,petaling,223.0,190.0,2024,0,1,6684.21,1,0,3,0,0,0,0,0,0,1.368,1.861,1.358,6.222,3.285,10.705,2.875,2.925,2.311,8.549,3.806,13.157,0,PE_014
28146,condominium/apartment,kuala lumpur,9.0,9.0,2023,13,1,36111.11,3,3,2,3,0,0,0,0,0,0.853,1.147,0.899,0.611,3.705,2.784,0.845,1.307,0.924,0.626,2.482,2.817,1,KU_030
9195,low-cost flat,petaling,62.0,62.0,2023,12,0,2419.35,10,11,5,1,0,0,0,0,0,0.659,0.476,1.302,1.507,3.834,3.834,0.714,0.478,1.387,3.498,4.206,3.333,1,PE_074
20649,1 - 1 1/2 storey terraced,klang,121.0,73.0,2024,0,1,5205.48,2,6,1,2,0,0,0,0,0,1.519,1.874,2.16,1.599,6.318,4.607,1.505,1.678,2.399,3.418,7.272,4.613,1,KL_021
43431,2 - 2 1/2 storey terraced,hulu langat,130.1,130.0,2023,0,1,4523.08,2,0,1,1,1,0,0,0,0,2.524,3.604,1.653,2.655,9.704,16.921,2.439,3.771,2.726,2.736,1.607,16.958,0,HU_033
1380,2 - 2 1/2 storey terraced,petaling,155.0,143.07,2023,0,1,6675.05,7,4,9,1,0,1,68033,62527,130560,0.252,1.085,0.663,1.806,3.993,1.187,0.788,0.79,0.79,3.018,4.033,1.056,1,PE_067
15127,condominium/apartment,petaling,109.0,109.0,2024,22,1,4403.67,5,2,1,1,1,3,256099,258773,514872,0.188,0.535,1.487,1.712,2.281,0.09,0.629,0.544,1.707,2.004,3.234,0.027,1,PE_079
12154,low-cost flat,hulu langat,62.0,62.0,2023,4,0,2580.65,7,4,7,3,0,2,172991,153461,326452,0.854,1.159,0.788,2.258,6.15,0.444,1.394,1.848,1.056,2.311,6.245,1.784,1,HU_012
24659,2 - 2 1/2 storey terraced,kuala lumpur,89.0,87.0,2024,0,0,5402.3,6,5,2,1,0,3,546178,505177,1051355,0.503,0.921,0.984,1.058,3.193,0.755,0.488,1.062,0.927,2.121,3.531,0.752,1,KU_028
6034,2 - 2 1/2 storey terraced,kuala lumpur,164.0,155.0,2023,0,1,6245.16,7,3,1,0,0,0,0,0,0,0.248,0.094,0.739,3.618,2.625,2.426,0.794,0.364,1.003,4.243,4.684,2.845,1,KU_031
2225,detached,petaling,566.13,166.0,2023,0,0,12048.19,7,7,4,0,1,0,0,0,0,0.6,0.602,0.368,1.871,1.952,1.681,0.767,0.562,0.368,2.188,1.963,1.894,1,PE_067
42020,2 - 2 1/2 storey semi-detached,sepang,237.0,166.0,2023,0,0,4216.87,0,0,0,5,0,0,0,0,0,2.665,3.19,9.802,0.212,7.03,25.073,2.689,3.224,9.637,0.387,7.805,26.79,0,SE_102
54503,2 - 2 1/2 storey terraced,petaling,171.0,153.0,2024,0,1,5738.56,4,6,26,3,0,0,0,0,0,1.431,0.65,0.506,1.487,4.074,7.702,1.3,0.565,0.565,1.46,7.695,6.746,0,PE_014
64543,condominium/apartment,kuala lumpur,9.9,9.9,2023,7,1,62626.26,7,7,2,5,0,0,0,0,0,0.595,0.945,0.446,1.318,5.458,5.377,0.734,0.612,0.531,1.497,6.021,5.842,0,KU_121
42713,2 - 2 1/2 storey terraced,gombak,117.0,100.0,2023,0,1,4670.0,3,5,15,2,1,0,0,0,0,1.21,0.392,0.159,1.683,2.052,19.946,1.38,0.311,0.098,1.162,2.177,31.535,0,GO_004
57143,town house,gombak,105.0,105.0,2023,1,0,3238.1,2,0,0,0,0,0,0,0,0,0.377,3.571,3.236,3.03,3.582,14.279,0.402,4.035,3.608,3.03,3.826,13.421,0,GO_000
30937,condominium/apartment,hulu langat,102.19,102.19,2023,7,0,2446.42,2,1,3,0,0,0,0,0,0,1.533,1.401,0.906,2.641,6.392,4.909,1.649,2.179,1.352,2.666,6.666,5.297,1,HU_016
54704,2 - 2 1/2 storey terraced,petaling,161.0,143.0,2024,0,1,5174.83,2,1,5,4,1,0,0,0,0,0.731,1.095,0.271,2.962,4.826,5.157,0.7,0.726,0.244,2.676,5.487,5.214,0,PE_017
5031,2 - 2 1/2 storey terraced,klang,186.0,158.0,2023,0,1,4430.38,7,5,5,0,0,0,0,0,0,0.206,1.144,0.548,2.225,4.433,1.681,0.666,1.648,1.144,2.238,4.804,2.722,1,KL_022
64011,condominium/apartment,gombak,92.0,92.0,2023,16,0,2521.74,1,0,2,8,0,0,0,0,0,1.714,2.808,1.465,1.465,5.01,12.955,1.65,2.728,0.537,0.537,5.948,35.658,0,GO_001
48289,2 - 2 1/2 storey semi-detached,hulu selangor,607.0,251.0,2024,0,0,4187.25,1,1,0,0,0,0,0,0,0,0.909,0.638,8.502,2.757,5.235,21.0,0.885,0.572,8.498,2.768,5.256,28.143,0,HU_044
21297,condominium/apartment,petaling,123.0,123.0,2023,11,1,7983.74,3,4,10,0,1,0,0,0,0,1.314,1.071,1.373,3.429,2.203,2.247,2.118,1.622,1.592,4.086,2.99,3.856,1,PE_076
43857,2 - 2 1/2 storey terraced,hulu langat,87.0,82.0,2023,0,1,3780.49,2,5,4,1,0,0,0,0,0,0.962,0.91,0.15,1.044,4.169,13.077,1.043,0.736,0.15,0.948,5.336,13.135,0,HU_022
61484,2 - 2 1/2 storey terraced,klang,224.0,140.0,2024,0,1,8221.43,0,0,0,0,0,0,0,0,0,1.917,1.589,2.2,8.126,3.886,7.416,1.871,1.59,2.252,7.908,3.945,7.737,0,KL_055
23272,condominium/apartment,petaling,135.0,135.0,2023,9,1,4222.22,2,7,9,2,1,0,0,0,0,1.72,1.357,0.81,5.943,2.693,4.51,0.869,0.257,1.193,4.763,2.063,4.048,1,PE_062
5799,2 - 2 1/2 storey terraced,kuala lumpur,157.0,156.0,2023,0,1,4871.79,4,4,6,1,0,0,0,0,0,0.64,0.661,0.038,3.326,3.823,1.819,0.608,0.415,0.772,3.651,3.973,1.989,1,KU_043
67139,condominium/apartment,kuala selangor,18.7,18.7,2023,31,1,82245.99,0,0,1,0,0,0,0,0,0,1.731,3.083,1.524,8.736,23.932,21.0,1.757,3.22,1.558,8.739,23.923,21.0,0,KU_078
52660,condominium/apartment,petaling,84.0,84.0,2023,6,1,3273.81,2,3,7,0,0,0,0,0,0,1.654,1.634,0.111,8.59,5.652,9.323,1.662,1.93,0.111,9.389,4.723,9.982,0,PE_014
54700,2 - 2 1/2 storey terraced,petaling,201.0,178.0,2024,0,1,5898.88,3,4,24,3,0,0,0,0,0,1.332,1.315,0.159,1.914,3.482,8.895,1.27,1.238,0.202,1.851,8.086,7.822,0,PE_014
128,1 - 1 1/2 storey terraced,hulu langat,121.0,66.0,2023,0,1,6590.91,5,3,4,2,1,2,166002,160679,326681,0.395,0.363,0.413,2.521,2.007,0.986,0.142,0.471,0.584,1.405,1.566,1.133,1,HU_010
33288,condominium/apartment,kuala lumpur,121.0,121.0,2023,29,1,4793.39,3,15,4,2,0,2,100615,96125,196740,0.649,0.558,0.671,1.842,1.999,0.43,1.257,0.901,1.188,1.898,1.7,1.188,1,KU_033
56431,condominium/apartment,sepang,85.0,85.0,2024,9,1,3294.12,3,5,2,0,1,0,0,0,0,0.967,1.018,0.506,2.58,0.506,5.596,1.286,1.135,1.338,2.443,1.338,6.483,0,SE_103
29159,condominium/apartment,hulu langat,93.0,93.0,2025,12,0,2559.14,1,3,0,28,0,0,0,0,0,1.283,1.264,1.813,0.373,6.134,2.282,1.448,1.294,1.891,0.391,6.213,2.276,1,HU_010
17588,condominium/apartment,kuala lumpur,8.3,8.3,2024,1,0,42771.08,5,9,7,4,1,1,160487,166880,327367,0.586,0.598,1.022,1.232,1.737,1.143,0.601,0.613,1.084,1.268,1.18,1.379,1,KU_041
22657,2 - 2 1/2 storey terraced,hulu langat,121.0,121.0,2024,0,1,4132.23,5,3,13,0,0,0,0,0,0,0.757,1.242,0.89,3.889,8.868,2.756,1.014,0.95,0.983,4.03,9.551,2.981,1,HU_011
24780,2 - 2 1/2 storey terraced,kuala lumpur,149.0,138.0,2024,0,1,6521.74,9,4,1,0,0,0,0,0,0,0.288,0.304,0.685,3.597,2.571,2.405,0.609,0.179,1.182,4.064,4.818,2.937,1,KU_031
17781,condominium/apartment,kuala lumpur,8.4,8.4,2023,13,0,58333.33,6,9,2,2,0,1,88635,76217,164852,0.729,0.983,1.316,2.962,2.602,0.781,0.26,1.097,1.518,3.71,2.821,1.638,1,KU_048
58056,1 - 1 1/2 storey terraced,klang,164.0,86.0,2024,0,1,6453.49,0,3,0,0,0,0,0,0,0,1.584,1.233,4.804,5.529,5.421,6.513,1.531,1.362,4.843,5.896,5.453,6.472,0,KL_068
13048,flat,klang,68.22,68.22,2023,1,1,1465.85,7,6,16,3,0,1,0,0,0,1.26,1.843,0.34,0.563,2.268,1.889,1.437,1.99,0.25,0.654,2.29,1.938,1,KL_019
49787,low-cost flat,hulu selangor,5.12,5.12,2023,1,0,35156.25,2,3,0,2,1,0,0,0,0,0.468,1.063,3.647,1.405,3.033,21.0,0.471,1.407,3.651,1.395,3.09,28.143,0,HU_043
60970,2 - 2 1/2 storey terraced,hulu langat,273.0,130.0,2024,0,1,5384.62,1,0,4,2,2,0,0,0,0,1.118,2.431,0.127,4.865,0.358,10.719,1.238,2.503,0.127,4.778,0.378,10.73,0,HU_020
28215,condominium/apartment,klang,90.0,90.0,2024,0,1,4333.33,7,4,4,0,0,0,0,0,0,0.547,1.485,0.888,2.052,4.774,2.022,0.836,1.63,1.568,2.012,5.228,2.822,1,KL_022
7220,flat,petaling,77.0,77.0,2023,4,0,3896.1,3,1,3,1,0,1,0,0,0,0.076,2.891,3.349,1.829,4.691,4.241,0.0,1.935,2.108,3.373,2.252,2.363,1,PE_064
10268,condominium/apartment,petaling,80.0,80.0,2023,3,1,4875.0,7,5,2,3,0,2,0,34929,34929,0.247,1.165,0.699,0.735,6.879,1.271,7.322,7.903,16.23,11.976,12.97,18.926,1,PE_061
8035,2 - 2 1/2 storey terraced,sepang,143.07,137.0,2023,0,0,4817.52,6,1,6,7,0,1,0,14398,14398,0.138,3.361,0.4,0.638,4.641,1.037,0.138,3.649,0.4,1.166,4.937,2.121,1,SE_055
48132,flat,petaling,70.0,70.0,2024,3,0,3142.86,6,15,30,4,0,0,0,0,0,1.008,0.288,0.202,1.004,5.656,6.305,2.056,0.232,0.441,1.149,5.116,4.303,0,PE_015
68020,2 - 2 1/2 storey terraced,gombak,147.0,130.06,2025,0,1,4228.82,1,2,3,12,0,0,0,0,0,0.378,1.498,0.964,1.822,6.478,6.547,0.418,1.386,1.105,0.793,6.486,36.345,0,GO_001
44595,2 - 2 1/2 storey terraced,klang,458.0,134.0,2023,0,1,7970.15,0,1,7,8,0,0,0,0,0,1.763,2.589,0.27,1.472,2.69,8.538,2.765,1.196,0.303,2.833,2.926,9.683,0,KL_063
42793,2 - 2 1/2 storey terraced,gombak,98.0,97.0,2023,0,0,3711.34,2,2,0,3,0,0,0,0,0,0.91,2.573,2.624,1.451,4.305,21.052,0.986,2.484,3.461,0.92,4.406,40.25,0,GO_001
29363,2 - 2 1/2 storey terraced,petaling,102.0,100.0,2024,0,1,4530.0,3,3,11,0,0,0,0,0,0,0.532,1.821,0.242,2.754,5.238,4.781,2.491,3.085,1.47,2.363,5.289,3.658,1,PE_065
62935,2 - 2 1/2 storey terraced,petaling,138.0,130.06,2023,0,0,4228.82,3,1,9,0,1,0,0,0,0,0.336,1.792,0.432,2.762,0.244,5.542,0.336,1.182,0.535,2.98,0.244,5.425,0,PE_019
39728,1 - 1 1/2 storey terraced,klang,123.0,108.0,2023,0,1,3240.74,1,1,0,0,0,0,0,0,0,1.552,1.514,7.107,3.46,18.856,19.975,1.354,1.703,7.107,2.929,21.005,22.633,0,KL_056
58902,1 - 1 1/2 storey terraced,kuala langat,130.0,84.0,2024,0,0,5000.0,0,0,0,4,0,0,0,0,0,4.52,1.766,10.686,3.998,7.231,13.465,4.38,1.848,11.301,1.173,6.78,24.44,0,KU_008
10843,2 - 2 1/2 storey terraced,petaling,112.0,110.0,2023,0,0,6363.64,6,5,13,5,1,3,186787,180094,366881,0.397,0.424,0.055,2.595,0.96,1.628,0.397,0.858,0.0,1.47,1.247,1.285,1,PE_062
15822,2 - 2 1/2 storey terraced,petaling,157.0,139.4,2023,0,0,5738.88,4,3,3,5,0,0,0,0,0,0.788,0.503,1.616,1.507,2.078,1.571,0.71,0.158,1.317,1.502,1.805,2.905,1,PE_070
4615,2 - 2 1/2 storey terraced,klang,267.0,134.0,2023,0,1,6194.03,0,2,9,0,1,0,0,0,0,1.342,1.136,0.94,1.635,1.692,1.779,1.223,1.132,0.958,1.788,1.682,2.649,1,KL_019
16443,condominium/apartment,petaling,87.0,87.0,2023,7,0,4287.36,8,3,7,1,0,2,315478,289385,604863,0.727,1.074,1.64,2.614,2.641,0.743,7.322,7.903,16.23,11.976,12.97,18.926,1,PE_070
22845,2 - 2 1/2 storey terraced,hulu langat,169.0,139.0,2024,0,1,5971.22,1,1,5,2,0,1,76201,72115,148316,2.115,2.953,0.98,2.438,2.276,3.963,3.396,4.107,2.281,3.676,3.854,5.485,1,HU_014
1165,1 - 1 1/2 storey terraced,kuala lumpur,391.2,140.0,2023,0,1,7500.0,11,7,11,6,1,0,0,0,0,0.062,0.302,0.153,1.219,1.823,2.491,0.067,0.344,0.135,1.306,1.917,3.344,1,KU_041
34755,condominium/apartment,kuala lumpur,13.6,13.6,2024,16,0,50000.0,23,18,5,4,0,6,1449976,1397355,2847331,0.658,0.0,0.899,1.439,1.751,0.978,0.532,0.0,1.376,1.912,1.708,1.488,1,KU_044
